玩家pid,玩家等级,累计充值rmb,评分,情感分类,Source,评论内容
1626144344,14,0.0,10,中立,小R反馈,还想要多点体力
1321924661,42,7547.0,10,中立,论坛讨论,你们这破保底，早晚逼得我不想氪了
1523678859,25,0.0,10,满意,玩家评论,国服大概什么时候会有累充奖励
1457174454,41,30164.8,10,中立,小R反馈,今天阿列克谢
1745395528,31,0.0,10,满意,大R反馈,65神兵扫荡连着七八天三金什么意思
1892885841,34,0.0,10,满意,小R反馈,实在不理解，12单，近8000块，就抽到4个要的
1147211040,24,0.0,10,满意,大R反馈,春节会有新的198自选吗
1514212022,45,10639.0,10,不满意,大R反馈,就一个意见，不要实时pvp
1236525464,37,3929.2,10,不满意,小R反馈,话说，那些低级材料以后会有优化么
1643876447,30,1783.5,10,不满意,大R反馈,这概率是否有点过分了2:9
1323029928,9,0.0,10,不满意,大R反馈,65神兵扫荡连着七八天三金什么意思
1722322407,38,1958.9,10,中立,小R反馈,国服大概什么时候会有累充奖励
1547543249,37,9451.8,10,中立,小R反馈,小黑，我想了解下，贝拉池子啥时候复刻
1154465818,34,0.0,10,满意,玩家评论,还想要多点体力
1839207879,39,2107.4,10,不满意,玩家评论,能不能增加一个每周经验礼包
1905002576,29,558.3,10,中立,论坛讨论,这游戏啥时候来个大版本更新啊，现在内容好少
1223175182,36,2418.6,10,不满意,论坛讨论,提个建议
1543832322,31,0.0,10,满意,小R反馈,提个建议
1001058231,11,0.0,10,满意,论坛讨论,你们这破保底，早晚逼得我不想氪了
1840481396,35,2187.4,10,不满意,大R反馈,还想要多点体力
1077415804,47,10503.4,10,不满意,论坛讨论,小黑，我想了解下，贝拉池子啥时候复刻
1185030976,33,2669.9,10,满意,论坛讨论,实在不理解，12单，近8000块，就抽到4个要的
1448276764,31,0.0,10,中立,玩家评论,目前我天赋等级刷高了之后，这些低级材料就没用了，能不能出个合成
1931633203,29,782.5,10,不满意,大R反馈,能不能增加一个每周经验礼包
1814360780,43,0.0,10,不满意,大R反馈,还想要多点体力
1796154532,51,17754.2,10,满意,小R反馈,这期抽卡也太坑人了
1951917762,36,7826.4,10,满意,论坛讨论,实在不理解，12单，近8000块，就抽到4个要的
1433155163,24,0.0,10,中立,小R反馈,就一个意见，不要实时pvp
1023446772,45,3464.0,10,不满意,论坛讨论,能不能增加一个每周经验礼包
1849573866,35,2199.7,10,不满意,大R反馈,65神兵扫荡连着七八天三金什么意思
1923685321,42,8838.3,10,满意,论坛讨论,65神兵扫荡连着七八天三金什么意思
1141118190,24,2783.7,10,不满意,论坛讨论,就一个意见，不要实时pvp
1912661499,22,646.4,10,中立,大R反馈,还想要多点体力
1139697835,34,2575.1,10,中立,论坛讨论,您好，请问一下，一会儿更新的角色，以后会加露西亚阵营吗？
1799855881,28,2713.5,10,中立,论坛讨论,不用了?弃游了?谢谢
1896359458,27,2390.6,10,不满意,大R反馈,小黑，我想了解下，贝拉池子啥时候复刻
1684683943,43,1609.4,10,不满意,大R反馈,提个建议
1380765455,39,1328.4,10,满意,小R反馈,提个建议
1319400844,43,10539.8,10,满意,大R反馈,实在不理解，12单，近8000块，就抽到4个要的
1186859545,32,1642.6,10,满意,小R反馈,今天阿列克谢
1347822884,45,2294.9,10,满意,大R反馈,你们这破保底，早晚逼得我不想氪了
1507563835,39,2339.8,10,不满意,论坛讨论,提个建议
1739843185,45,11434.6,10,不满意,玩家评论,这游戏啥时候来个大版本更新啊，现在内容好少
1695289656,25,2491.8,10,中立,玩家评论,65神兵扫荡连着七八天三金什么意思
1282391974,25,1401.4,10,中立,玩家评论,你们这破保底，早晚逼得我不想氪了
1942095272,31,0.0,10,满意,小R反馈,您好，请问一下，一会儿更新的角色，以后会加露西亚阵营吗？
1040956864,30,121.8,10,不满意,论坛讨论,有个小建议，就是你们会不会考虑以版本更新或新内容推迟的契机，搞个活动领取礼包码
1897498247,31,1610.9,10,中立,论坛讨论,这游戏啥时候来个大版本更新啊，现在内容好少
1573434501,21,2375.9,10,中立,大R反馈,目前我天赋等级刷高了之后，这些低级材料就没用了，能不能出个合成
1601834409,48,709.7,10,满意,玩家评论,提个建议
1708880896,9,0.0,10,中立,玩家评论,就一个意见，不要实时pvp
1132125993,41,2036.8,10,满意,玩家评论,实在不理解，12单，近8000块，就抽到4个要的
1406461559,44,6327.4,10,不满意,大R反馈,你们这破保底，早晚逼得我不想氪了
1965949052,46,1681.7,10,满意,论坛讨论,提个建议
1159144438,23,0.0,10,不满意,小R反馈,你们这破保底，早晚逼得我不想氪了
1540511933,27,1735.1,10,满意,小R反馈,就一个意见，不要实时pvp
1625974173,42,2556.4,10,不满意,玩家评论,不用了?弃游了?谢谢
1857494531,23,1659.1,10,不满意,玩家评论,目前我天赋等级刷高了之后，这些低级材料就没用了，能不能出个合成
1493634978,27,1336.3,10,中立,玩家评论,国服大概什么时候会有累充奖励
1430180292,53,4790.2,10,满意,论坛讨论,你们这破保底，早晚逼得我不想氪了
1434894101,25,2318.8,10,中立,小R反馈,这期抽卡也太坑人了
1254070104,45,7588.4,10,中立,玩家评论,你们没考虑过60级装备的升级消耗和每天日常产出量吗？
1107570177,28,1164.4,10,满意,玩家评论,春节会有新的198自选吗
1641018559,33,415.1,10,不满意,大R反馈,有个小建议，就是你们会不会考虑以版本更新或新内容推迟的契机，搞个活动领取礼包码
1809263859,43,1526.7,10,满意,论坛讨论,这期抽卡也太坑人了
1135742906,12,0.0,10,中立,玩家评论,不用了?弃游了?谢谢
1196704338,28,0.0,10,不满意,小R反馈,65神兵扫荡连着七八天三金什么意思
1137171374,36,1970.6,10,中立,论坛讨论,这概率是否有点过分了2:9
1193881046,44,14237.9,10,满意,小R反馈,还想要多点体力
1723869379,48,16935.5,10,不满意,玩家评论,您好，请问一下，一会儿更新的角色，以后会加露西亚阵营吗？
1281896544,60,19928.4,10,满意,小R反馈,今后还会出sr角色吗，现在的sr角色好少哦
1765060915,42,2206.4,10,满意,论坛讨论,小黑，我想了解下，贝拉池子啥时候复刻
1225789380,43,1106.0,10,满意,小R反馈,国服大概什么时候会有累充奖励
1056257753,47,0.0,10,不满意,大R反馈,65神兵扫荡连着七八天三金什么意思
1316942455,47,17886.4,10,中立,玩家评论,不用了?弃游了?谢谢
1113617369,29,0.0,10,满意,小R反馈,这游戏啥时候来个大版本更新啊，现在内容好少
1381783284,32,0.0,10,中立,小R反馈,你们这破保底，早晚逼得我不想氪了
1365071639,30,1160.3,10,满意,论坛讨论,能不能增加一个每周经验礼包
1633273907,24,471.5,10,满意,玩家评论,不用了?弃游了?谢谢
1761874059,33,96.0,10,满意,玩家评论,能不能增加一个每周经验礼包
1449935675,49,0.0,10,不满意,小R反馈,今天阿列克谢
1035563653,38,1031.8,10,不满意,小R反馈,春节会有新的198自选吗
1800027415,49,5786.4,10,满意,论坛讨论,能不能增加一个每周经验礼包
1466216213,30,233.1,10,中立,玩家评论,国服大概什么时候会有累充奖励
1370729130,39,2588.0,10,满意,大R反馈,今天阿列克谢
1116766794,24,1313.2,10,不满意,大R反馈,能不能增加一个每周经验礼包
1940483797,28,443.1,10,不满意,玩家评论,春节会有新的198自选吗
1712745895,48,4888.1,10,满意,论坛讨论,你们没考虑过60级装备的升级消耗和每天日常产出量吗？
1190823613,41,2722.3,10,满意,大R反馈,小黑，我想了解下，贝拉池子啥时候复刻
1416867975,36,668.2,10,满意,大R反馈,就一个意见，不要实时pvp
1135311955,33,777.6,10,不满意,大R反馈,65神兵扫荡连着七八天三金什么意思
1821208959,18,0.0,10,不满意,大R反馈,不用了?弃游了?谢谢
1794885376,40,745.0,10,不满意,玩家评论,国服大概什么时候会有累充奖励
1439030187,24,2466.7,10,不满意,玩家评论,65神兵扫荡连着七八天三金什么意思
1476941817,49,17778.7,10,不满意,大R反馈,今天阿列克谢
1581231030,49,13568.0,10,不满意,论坛讨论,还想要多点体力
1491549232,40,1764.9,10,不满意,论坛讨论,能不能增加一个每周经验礼包
1178154961,31,192.8,10,不满意,玩家评论,不用了?弃游了?谢谢
1236725015,44,2735.7,10,不满意,论坛讨论,话说，那些低级材料以后会有优化么
1055148648,25,0.0,10,不满意,大R反馈,就一个意见，不要实时pvp
1112505399,27,0.0,10,不满意,论坛讨论,你们这破保底，早晚逼得我不想氪了
1662303693,54,24613.4,10,不满意,论坛讨论,这游戏啥时候来个大版本更新啊，现在内容好少
1999518709,29,2438.0,10,中立,大R反馈,国服大概什么时候会有累充奖励
1843363608,27,3593.3,10,满意,论坛讨论,实在不理解，12单，近8000块，就抽到4个要的
1752769465,31,957.6,10,不满意,小R反馈,您好，请问一下，一会儿更新的角色，以后会加露西亚阵营吗？
1267745761,22,2693.3,10,中立,论坛讨论,这期抽卡也太坑人了
1555309496,11,0.0,10,中立,论坛讨论,你们没考虑过60级装备的升级消耗和每天日常产出量吗？
1891984269,57,14235.3,10,不满意,大R反馈,提个建议
1637787494,38,418.0,10,满意,小R反馈,能不能增加一个每周经验礼包
1582521451,18,0.0,10,满意,玩家评论,这概率是否有点过分了2:9
1803005173,27,0.0,10,满意,大R反馈,国服大概什么时候会有累充奖励
1517352040,33,1231.0,10,满意,玩家评论,就一个意见，不要实时pvp
1793611840,20,0.0,10,满意,论坛讨论,今天阿列克谢
1084525573,27,1725.5,10,满意,小R反馈,这概率是否有点过分了2:9
1812555712,33,2511.4,10,满意,大R反馈,今后还会出sr角色吗，现在的sr角色好少哦
1218904998,55,21694.8,10,中立,大R反馈,您好，请问一下，一会儿更新的角色，以后会加露西亚阵营吗？
1179003814,37,2039.8,10,不满意,玩家评论,小黑，我想了解下，贝拉池子啥时候复刻
1785583121,24,0.0,10,中立,小R反馈,实在不理解，12单，近8000块，就抽到4个要的
1486551263,49,12613.4,10,中立,大R反馈,能不能增加一个每周经验礼包
1513632860,49,2656.1,10,中立,论坛讨论,小黑，我想了解下，贝拉池子啥时候复刻
1475557810,56,14013.2,10,中立,小R反馈,实在不理解，12单，近8000块，就抽到4个要的
1188080601,27,492.7,10,满意,小R反馈,有个小建议，就是你们会不会考虑以版本更新或新内容推迟的契机，搞个活动领取礼包码
1717914090,53,14693.8,10,中立,论坛讨论,能不能增加一个每周经验礼包
1005120467,53,1321.1,10,不满意,论坛讨论,这概率是否有点过分了2:9
1053957848,28,0.0,10,不满意,玩家评论,提个建议
1671130508,47,24487.4,10,中立,大R反馈,今天阿列克谢
1794163421,7,0.0,10,满意,论坛讨论,你们没考虑过60级装备的升级消耗和每天日常产出量吗？
1898650902,10,0.0,10,满意,玩家评论,65神兵扫荡连着七八天三金什么意思
1284837155,44,2542.3,10,中立,大R反馈,目前我天赋等级刷高了之后，这些低级材料就没用了，能不能出个合成
1347505770,10,0.0,10,满意,大R反馈,今后还会出sr角色吗，现在的sr角色好少哦
1015405336,47,1074.9,10,满意,大R反馈,这游戏啥时候来个大版本更新啊，现在内容好少
1375989283,50,18272.8,10,不满意,小R反馈,这游戏啥时候来个大版本更新啊，现在内容好少
1422230419,41,1083.3,10,中立,小R反馈,目前我天赋等级刷高了之后，这些低级材料就没用了，能不能出个合成
1787760983,51,2562.6,10,满意,小R反馈,你们没考虑过60级装备的升级消耗和每天日常产出量吗？
1592386355,17,0.0,10,不满意,小R反馈,今后还会出sr角色吗，现在的sr角色好少哦
1440396042,8,0.0,10,不满意,小R反馈,目前我天赋等级刷高了之后，这些低级材料就没用了，能不能出个合成
1234862253,35,1921.7,10,不满意,论坛讨论,有个小建议，就是你们会不会考虑以版本更新或新内容推迟的契机，搞个活动领取礼包码
1211286672,41,1528.6,10,中立,小R反馈,不用了?弃游了?谢谢
1206591913,45,2662.1,10,满意,论坛讨论,实在不理解，12单，近8000块，就抽到4个要的
1806710950,54,16288.0,10,满意,论坛讨论,你们这破保底，早晚逼得我不想氪了
1493960625,35,2851.2,10,不满意,大R反馈,你们没考虑过60级装备的升级消耗和每天日常产出量吗？
1630722664,10,0.0,10,中立,大R反馈,这概率是否有点过分了2:9
1099261628,30,2716.2,10,中立,大R反馈,话说，那些低级材料以后会有优化么
1279239029,52,17914.9,10,中立,小R反馈,你们这破保底，早晚逼得我不想氪了
1090101476,51,15152.0,10,不满意,玩家评论,春节会有新的198自选吗
1933934623,10,0.0,10,不满意,小R反馈,实在不理解，12单，近8000块，就抽到4个要的
1679463411,46,13471.2,10,中立,论坛讨论,话说，那些低级材料以后会有优化么
1172688117,19,0.0,10,满意,论坛讨论,你们这破保底，早晚逼得我不想氪了
1765263977,53,10763.9,10,不满意,小R反馈,不用了?弃游了?谢谢
1380725083,46,14877.2,10,不满意,论坛讨论,目前我天赋等级刷高了之后，这些低级材料就没用了，能不能出个合成
1274527694,7,0.0,10,满意,小R反馈,能不能增加一个每周经验礼包
1586737665,61,11644.0,10,满意,小R反馈,能不能增加一个每周经验礼包
1414479551,24,2099.9,10,满意,玩家评论,有个小建议，就是你们会不会考虑以版本更新或新内容推迟的契机，搞个活动领取礼包码
1230279026,45,3271.5,10,中立,论坛讨论,有个小建议，就是你们会不会考虑以版本更新或新内容推迟的契机，搞个活动领取礼包码
1854270665,57,13464.8,10,中立,玩家评论,今后还会出sr角色吗，现在的sr角色好少哦
1264880490,17,0.0,10,满意,论坛讨论,你们没考虑过60级装备的升级消耗和每天日常产出量吗？
1196025295,34,2712.0,10,满意,大R反馈,今后还会出sr角色吗，现在的sr角色好少哦
1620150444,41,7903.1,10,中立,小R反馈,这游戏啥时候来个大版本更新啊，现在内容好少
1496950736,10,0.0,10,不满意,大R反馈,你们这破保底，早晚逼得我不想氪了
1920896164,39,0.0,10,不满意,大R反馈,提个建议
1470816450,25,438.3,10,中立,论坛讨论,实在不理解，12单，近8000块，就抽到4个要的
1633113900,27,749.5,10,不满意,大R反馈,65神兵扫荡连着七八天三金什么意思
1088466800,28,0.0,10,满意,论坛讨论,这概率是否有点过分了2:9
1354222670,26,1941.3,10,满意,论坛讨论,还想要多点体力
1453811043,51,9466.3,10,中立,论坛讨论,你们没考虑过60级装备的升级消耗和每天日常产出量吗？
1954466441,42,176.6,10,满意,论坛讨论,这概率是否有点过分了2:9
1437555866,28,0.0,10,不满意,大R反馈,这期抽卡也太坑人了
1234273912,26,1106.4,10,满意,论坛讨论,你们没考虑过60级装备的升级消耗和每天日常产出量吗？
1928378572,10,0.0,10,不满意,玩家评论,就一个意见，不要实时pvp
1356791927,50,14052.7,10,中立,论坛讨论,话说，那些低级材料以后会有优化么
1571738764,41,2059.8,10,满意,玩家评论,这游戏啥时候来个大版本更新啊，现在内容好少
1958209955,46,0.0,10,中立,大R反馈,今天阿列克谢
1363735984,40,10949.2,10,满意,大R反馈,国服大概什么时候会有累充奖励
1910704857,56,14532.0,10,中立,大R反馈,就一个意见，不要实时pvp
1589508322,26,0.0,10,满意,玩家评论,能不能增加一个每周经验礼包
1414661055,48,2009.2,10,满意,小R反馈,这期抽卡也太坑人了
1878698094,33,1565.2,10,满意,论坛讨论,您好，请问一下，一会儿更新的角色，以后会加露西亚阵营吗？
1022929067,24,1449.7,10,满意,玩家评论,65神兵扫荡连着七八天三金什么意思
1431094695,50,8152.1,10,满意,小R反馈,提个建议
1601043627,27,0.0,10,中立,大R反馈,国服大概什么时候会有累充奖励
1317347910,50,16122.0,10,不满意,小R反馈,话说，那些低级材料以后会有优化么
1107861607,21,0.0,10,不满意,小R反馈,还想要多点体力
1921994659,38,1927.8,10,满意,大R反馈,还想要多点体力
1010737649,40,2780.8,10,不满意,小R反馈,国服大概什么时候会有累充奖励
1933689511,44,0.0,10,不满意,小R反馈,有个小建议，就是你们会不会考虑以版本更新或新内容推迟的契机，搞个活动领取礼包码
1968265624,52,14801.0,10,中立,小R反馈,就一个意见，不要实时pvp
1523160624,32,2293.3,10,不满意,大R反馈,不用了?弃游了?谢谢
1111225263,50,1254.6,10,不满意,玩家评论,提个建议
1009163016,24,262.6,10,不满意,小R反馈,春节会有新的198自选吗
1075743329,20,848.2,10,中立,玩家评论,这概率是否有点过分了2:9
1624325247,39,2378.3,10,中立,小R反馈,有个小建议，就是你们会不会考虑以版本更新或新内容推迟的契机，搞个活动领取礼包码
1578560072,29,655.8,10,不满意,大R反馈,提个建议
1362385850,30,0.0,10,中立,大R反馈,这概率是否有点过分了2:9
1202598410,32,0.0,10,中立,大R反馈,目前我天赋等级刷高了之后，这些低级材料就没用了，能不能出个合成
1297037585,31,3075.8,10,中立,论坛讨论,今天阿列克谢
1755839523,55,12998.9,10,中立,论坛讨论,话说，那些低级材料以后会有优化么
1946335255,50,11978.9,10,不满意,论坛讨论,这游戏啥时候来个大版本更新啊，现在内容好少
1915597566,35,1075.6,10,不满意,玩家评论,你们没考虑过60级装备的升级消耗和每天日常产出量吗？
1669464327,50,17082.7,10,满意,玩家评论,小黑，我想了解下，贝拉池子啥时候复刻
1160110054,56,4288.8,10,满意,论坛讨论,今天阿列克谢
1214898460,35,1598.4,10,中立,小R反馈,实在不理解，12单，近8000块，就抽到4个要的
1694689940,32,0.0,10,满意,玩家评论,提个建议
1470885660,33,1499.3,10,不满意,玩家评论,就一个意见，不要实时pvp
1837424503,43,7848.9,10,中立,论坛讨论,国服大概什么时候会有累充奖励
1339284988,19,0.0,10,满意,玩家评论,还想要多点体力
1950621527,52,23009.3,10,中立,小R反馈,话说，那些低级材料以后会有优化么
1467801789,23,1570.4,10,满意,玩家评论,不用了?弃游了?谢谢
1014784892,36,1571.0,10,满意,大R反馈,小黑，我想了解下，贝拉池子啥时候复刻
1214615262,32,1096.0,10,中立,大R反馈,不用了?弃游了?谢谢
1240430876,36,1657.0,10,不满意,论坛讨论,今后还会出sr角色吗，现在的sr角色好少哦
1589066332,27,2039.7,10,满意,小R反馈,这期抽卡也太坑人了
1487369777,35,1038.8,10,满意,小R反馈,目前我天赋等级刷高了之后，这些低级材料就没用了，能不能出个合成
1004753325,46,2172.7,10,不满意,小R反馈,实在不理解，12单，近8000块，就抽到4个要的
1866837941,32,944.0,10,中立,小R反馈,实在不理解，12单，近8000块，就抽到4个要的
1216654118,36,1506.2,10,不满意,论坛讨论,小黑，我想了解下，贝拉池子啥时候复刻
1665081982,39,1745.9,10,满意,论坛讨论,65神兵扫荡连着七八天三金什么意思
1884595131,23,0.0,10,满意,大R反馈,话说，那些低级材料以后会有优化么
1432621267,23,2937.0,10,中立,大R反馈,还想要多点体力
1953451522,52,23961.9,10,不满意,大R反馈,这概率是否有点过分了2:9
1329762156,24,3006.0,10,中立,小R反馈,有个小建议，就是你们会不会考虑以版本更新或新内容推迟的契机，搞个活动领取礼包码
1426269605,50,6065.0,10,不满意,玩家评论,还想要多点体力
1871861115,55,0.0,10,不满意,玩家评论,话说，那些低级材料以后会有优化么
1228159041,34,731.7,10,满意,玩家评论,有个小建议，就是你们会不会考虑以版本更新或新内容推迟的契机，搞个活动领取礼包码
1488581837,25,0.0,10,满意,玩家评论,65神兵扫荡连着七八天三金什么意思
1677107310,48,1641.0,10,不满意,论坛讨论,春节会有新的198自选吗
1210609935,26,1629.5,10,满意,论坛讨论,就一个意见，不要实时pvp
1033818123,26,2591.5,10,不满意,玩家评论,你们没考虑过60级装备的升级消耗和每天日常产出量吗？
1228517603,27,795.2,10,满意,大R反馈,你们没考虑过60级装备的升级消耗和每天日常产出量吗？
1902749068,48,816.7,10,满意,小R反馈,这期抽卡也太坑人了
1503806054,36,2330.3,10,满意,论坛讨论,有个小建议，就是你们会不会考虑以版本更新或新内容推迟的契机，搞个活动领取礼包码
1152837446,50,0.0,10,中立,大R反馈,今后还会出sr角色吗，现在的sr角色好少哦
1808598169,41,4471.4,10,满意,大R反馈,您好，请问一下，一会儿更新的角色，以后会加露西亚阵营吗？
1878173054,22,2248.4,10,中立,论坛讨论,今天阿列克谢
1222691966,29,486.5,10,满意,小R反馈,能不能增加一个每周经验礼包
1678933634,33,1378.7,10,满意,论坛讨论,您好，请问一下，一会儿更新的角色，以后会加露西亚阵营吗？
1817496376,49,0.0,10,满意,玩家评论,不用了?弃游了?谢谢
1510325132,30,2370.6,10,满意,玩家评论,小黑，我想了解下，贝拉池子啥时候复刻
1294734568,24,0.0,10,满意,论坛讨论,你们没考虑过60级装备的升级消耗和每天日常产出量吗？
1647822014,32,1556.9,10,满意,小R反馈,目前我天赋等级刷高了之后，这些低级材料就没用了，能不能出个合成
1450570499,28,1255.9,10,不满意,论坛讨论,今后还会出sr角色吗，现在的sr角色好少哦
1472694081,33,834.2,10,满意,大R反馈,65神兵扫荡连着七八天三金什么意思
1990309700,25,1910.1,10,中立,论坛讨论,有个小建议，就是你们会不会考虑以版本更新或新内容推迟的契机，搞个活动领取礼包码
1465292940,12,0.0,10,不满意,小R反馈,春节会有新的198自选吗
1585260344,45,16368.7,10,满意,大R反馈,今天阿列克谢
1171450201,31,2146.9,10,中立,论坛讨论,这期抽卡也太坑人了
1102103998,30,1264.2,10,满意,小R反馈,还想要多点体力
1591476190,36,0.0,10,满意,玩家评论,你们没考虑过60级装备的升级消耗和每天日常产出量吗？
1214374237,47,13695.0,10,不满意,论坛讨论,你们没考虑过60级装备的升级消耗和每天日常产出量吗？
1055253219,9,0.0,10,不满意,玩家评论,这游戏啥时候来个大版本更新啊，现在内容好少
1717296954,47,8903.9,10,不满意,大R反馈,目前我天赋等级刷高了之后，这些低级材料就没用了，能不能出个合成
1504794918,54,3564.6,10,不满意,大R反馈,这游戏啥时候来个大版本更新啊，现在内容好少
1588156810,23,2319.1,10,满意,玩家评论,春节会有新的198自选吗
1014285036,27,689.2,10,满意,玩家评论,不用了?弃游了?谢谢
1022413723,32,405.4,10,满意,论坛讨论,话说，那些低级材料以后会有优化么
1767097364,26,937.8,10,不满意,论坛讨论,提个建议
1811099994,58,9844.5,10,中立,论坛讨论,65神兵扫荡连着七八天三金什么意思
1514258723,49,19145.4,10,中立,小R反馈,就一个意见，不要实时pvp
1442170660,43,9524.8,10,不满意,小R反馈,话说，那些低级材料以后会有优化么
1959994798,45,8928.6,10,中立,小R反馈,国服大概什么时候会有累充奖励
1734048088,55,5559.5,10,不满意,大R反馈,提个建议
1449509921,15,0.0,10,不满意,小R反馈,这概率是否有点过分了2:9
1075071181,16,0.0,10,满意,玩家评论,就一个意见，不要实时pvp
1819155578,31,2434.0,10,中立,论坛讨论,你们没考虑过60级装备的升级消耗和每天日常产出量吗？
1593173552,29,596.6,10,不满意,论坛讨论,有个小建议，就是你们会不会考虑以版本更新或新内容推迟的契机，搞个活动领取礼包码
1432602504,32,0.0,10,满意,小R反馈,您好，请问一下，一会儿更新的角色，以后会加露西亚阵营吗？
1150735658,47,16288.6,10,满意,大R反馈,今天阿列克谢
1978745141,36,1715.6,10,中立,论坛讨论,65神兵扫荡连着七八天三金什么意思
1906826134,54,22295.8,10,中立,玩家评论,春节会有新的198自选吗
1396388569,28,0.0,10,中立,大R反馈,能不能增加一个每周经验礼包
1546089168,48,2155.0,10,中立,小R反馈,有个小建议，就是你们会不会考虑以版本更新或新内容推迟的契机，搞个活动领取礼包码
1362526731,42,6079.2,10,中立,大R反馈,这概率是否有点过分了2:9
1323525917,29,1624.8,10,中立,玩家评论,春节会有新的198自选吗
1601706000,43,1106.7,10,中立,论坛讨论,小黑，我想了解下，贝拉池子啥时候复刻
1183156708,10,0.0,10,不满意,玩家评论,就一个意见，不要实时pvp
1781776382,36,0.0,10,不满意,小R反馈,这游戏啥时候来个大版本更新啊，现在内容好少
1799624871,49,21588.1,10,不满意,论坛讨论,目前我天赋等级刷高了之后，这些低级材料就没用了，能不能出个合成
1343625076,31,1704.9,10,不满意,论坛讨论,话说，那些低级材料以后会有优化么
1198906198,52,6765.1,10,中立,小R反馈,目前我天赋等级刷高了之后，这些低级材料就没用了，能不能出个合成
1751361693,36,2384.2,10,不满意,玩家评论,这概率是否有点过分了2:9
1602703452,33,0.0,10,满意,论坛讨论,今后还会出sr角色吗，现在的sr角色好少哦
1092006823,35,1771.0,10,满意,大R反馈,你们没考虑过60级装备的升级消耗和每天日常产出量吗？
1427834560,40,3771.7,10,满意,论坛讨论,话说，那些低级材料以后会有优化么
1690764562,30,378.3,10,中立,小R反馈,有个小建议，就是你们会不会考虑以版本更新或新内容推迟的契机，搞个活动领取礼包码
1986943726,30,756.6,10,满意,论坛讨论,小黑，我想了解下，贝拉池子啥时候复刻
1748463522,39,2396.5,10,中立,论坛讨论,今天阿列克谢
1574630368,46,21133.3,10,中立,论坛讨论,你们这破保底，早晚逼得我不想氪了
1928937995,48,8806.7,10,中立,论坛讨论,话说，那些低级材料以后会有优化么
1235552811,52,31617.7,10,满意,大R反馈,65神兵扫荡连着七八天三金什么意思
1032025994,24,652.9,10,中立,玩家评论,不用了?弃游了?谢谢
1909128052,27,1363.8,10,不满意,玩家评论,这游戏啥时候来个大版本更新啊，现在内容好少
1592820362,41,1515.2,10,中立,小R反馈,今后还会出sr角色吗，现在的sr角色好少哦
1478102513,43,2719.1,10,满意,大R反馈,目前我天赋等级刷高了之后，这些低级材料就没用了，能不能出个合成
1817855997,30,1843.1,10,中立,小R反馈,就一个意见，不要实时pvp
1253443214,43,0.0,10,不满意,小R反馈,目前我天赋等级刷高了之后，这些低级材料就没用了，能不能出个合成
1991175627,54,0.0,10,中立,小R反馈,你们这破保底，早晚逼得我不想氪了
1882681048,20,821.5,10,满意,论坛讨论,小黑，我想了解下，贝拉池子啥时候复刻
1516919996,29,425.4,10,中立,玩家评论,提个建议
1112916164,32,852.5,10,中立,玩家评论,能不能增加一个每周经验礼包
1383260810,25,2913.0,10,中立,大R反馈,春节会有新的198自选吗
1785492745,42,602.9,10,满意,小R反馈,不用了?弃游了?谢谢
1713731090,23,1356.6,10,中立,大R反馈,还想要多点体力
1974909701,37,643.8,10,中立,玩家评论,还想要多点体力
1465895841,45,1533.1,10,满意,小R反馈,小黑，我想了解下，贝拉池子啥时候复刻
1299017136,29,1365.5,10,满意,玩家评论,小黑，我想了解下，贝拉池子啥时候复刻
1974682158,50,11316.1,10,不满意,论坛讨论,小黑，我想了解下，贝拉池子啥时候复刻
1247245551,34,950.1,10,中立,论坛讨论,能不能增加一个每周经验礼包
1694577147,45,933.0,10,满意,论坛讨论,这游戏啥时候来个大版本更新啊，现在内容好少
1896563303,28,1395.4,10,不满意,小R反馈,就一个意见，不要实时pvp
1278779368,54,17829.9,10,不满意,论坛讨论,目前我天赋等级刷高了之后，这些低级材料就没用了，能不能出个合成
1857182784,33,3151.8,10,不满意,论坛讨论,您好，请问一下，一会儿更新的角色，以后会加露西亚阵营吗？
1259016850,38,1572.6,10,不满意,玩家评论,小黑，我想了解下，贝拉池子啥时候复刻
1084133351,34,1460.2,10,不满意,玩家评论,这期抽卡也太坑人了
1661628568,43,6103.0,10,不满意,论坛讨论,65神兵扫荡连着七八天三金什么意思
1792687859,39,1887.7,10,不满意,大R反馈,话说，那些低级材料以后会有优化么
1069866148,31,2033.7,10,满意,论坛讨论,不用了?弃游了?谢谢
1138044421,9,0.0,10,不满意,论坛讨论,能不能增加一个每周经验礼包
1808085202,26,0.0,10,中立,大R反馈,小黑，我想了解下，贝拉池子啥时候复刻
1603946275,53,2017.6,10,中立,大R反馈,这期抽卡也太坑人了
1973155059,27,230.3,10,中立,大R反馈,还想要多点体力
1206532224,35,2286.6,10,不满意,论坛讨论,这概率是否有点过分了2:9
1591050758,65,2884.7,10,中立,玩家评论,65神兵扫荡连着七八天三金什么意思
1485775893,29,2001.4,10,满意,小R反馈,春节会有新的198自选吗
1351122921,38,0.0,10,满意,小R反馈,话说，那些低级材料以后会有优化么
1072781192,25,338.3,10,不满意,小R反馈,这游戏啥时候来个大版本更新啊，现在内容好少
1340767169,36,1848.2,10,满意,论坛讨论,65神兵扫荡连着七八天三金什么意思
1768266825,42,2569.9,10,满意,玩家评论,这游戏啥时候来个大版本更新啊，现在内容好少
1995814617,37,2423.8,10,满意,小R反馈,春节会有新的198自选吗
